Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
DIRETORIA DE PORTOS E COSTAS;752000;328;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;10383;PAPEL HIGIÊNICO;301139;CARACTERÍSTICAS ADICIONAIS: EXTRA MACIO E SEM PERFUME, COMPRIMENTO: 30, COR: BRANCA, LARGURA: 10, MATERIAL: CELULOSE VIRGEM, QUANTIDADE FOLHAS: DUPLA, TIPO: PICOTADO;FD;200,0000;84,2100;16842,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;329;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;18071;FITA ADESIVA;279105;COMPRIMENTO: 50, LARGURA: 12, MATERIAL: POLIPROPILENO TRANSPARENTE, TIPO: MONOFACE;UN;100,0000;2,2800;228,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;330;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;12792;TOALHA DE PAPEL;319232;CARACTERÍSTICAS ADICIONAIS: INTERFOLHADA, ACONDICIONADO EM PACOTE DE 1.000 FOL, COMPRIMENTO: 23, COR: BRANCA, LARGURA: 21, MATERIAL: PAPEL, TIPO FOLHA: 2 DOBRAS;FD;2400,0000;18,3300;43992,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;331;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;18071;FITA ADESIVA;278970;APLICAÇÃO: MULTIUSO, COMPRIMENTO: 50, COR: BEGE, LARGURA: 19, MATERIAL: CREPE, TIPO: MONOFACE;UN;120,0000;7,4900;898,8000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;332;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;27;GRAMPEADOR;433011;MATERIAL: METAL, TAMANHO GRAMPO: 26/6 E 26/8, TIPO: MESA;UN;60,0000;25,2800;1516,8000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;333;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;15556;PASTA LIMPEZA;244452;APLICAÇÃO: LIMPEZA EM GERAL, APRESENTAÇÃO: PASTA, COMPOSIÇÃO: ÁGUA, ÁCIDOS GRAXOS, HIDRÓXIDO DE SÓDIO, SILICATO;POTE;140,0000;5,6300;788,2000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;334;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;27;GRAMPEADOR;261095;CAPACIDADE: 25 A 100, CARACTERÍSTICAS ADICIONAIS: DE MESA/PROFUNDIDADE GRAMPEADO AJUSTÁVEL ATÉ 69 MM, MATERIAL: METAL, TAMANHO GRAMPO: 23/6, 23/8, 23/10, E 23/13, TIPO: PROFISSIONAL DE GRANDE PORTE, TRATAMENTO SUPERFICIAL: PINTADO, ALTURA: 18,50, LARGURA: 6,50, COMPRIMENTO: 28, COR: PRETA, APLICAÇÃO: FOLHAS;UN;6,0000;123,4400;740,6400;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;335;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;11781;RODO;253025;COMPRIMENTO SUPORTE: 60, MATERIAL CABO: MADEIRA, MATERIAL SUPORTE: PLÁSTICO, QUANTIDADE BORRACHAS: 2;UN;30,0000;14,7200;441,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;336;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;11864;SABÃO PASTA;287791;APLICAÇÃO: LIMPEZA PESADA COM AÇÃO DESENGRAXANTE, COMPOSIÇÃO: GLICERINA, TENSOATIVO ANIÔNICO E CARBOIDRATO;UN;120,0000;3,9100;469,2000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;337;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;148;GRAMPO PASTA;371956;APRESENTAÇÃO: TRILHO, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE 200 FOLHAS, COMPRIMENTO: 80, COR: BRANCA, MATERIAL: PLÁSTICO POLIPROPILENO;CX;70,0000;13,9500;976,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;338;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;28;GRAMPO GRAMPEADOR;336780;MATERIAL: METAL, TAMANHO: 23/13, TRATAMENTO SUPERFICIAL: COBREADO;CX;10,0000;34,4500;344,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;339;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;28;GRAMPO GRAMPEADOR;203144;MATERIAL: METAL, TAMANHO: 26/6, TRATAMENTO SUPERFICIAL: GALVANIZADO;CX;60,0000;10,2300;613,8000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;340;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7540;FORMULÁRIOS PADRONIZADOS;201;LIVRO PROTOCOLO;245187;CARACTERÍSTICAS ADICIONAIS: COM FOLHAS PAUTADAS E NUMERADAS SEQÜENCIALMENTE, COMPRIMENTO: 230, GRAMATURA FOLHAS: 54, LARGURA: 170, MATERIAL CAPA: PAPELÃO, QUANTIDADE FOLHAS: 100, TIPO CAPA: DURA, MATERIAL: PAPEL OFF-SET;UN;15,0000;19,3400;290,1000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;341;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;11865;SABÃO PÓ;226795;ODOR: NÃO APLICÁVEL, ADITIVOS: NÃO APLICÁVEL, APLICAÇÃO: LIMPEZA GERAL;CX;120,0000;9,9800;1197,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;342;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8520;SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS;11870;SABONETE LÍQUIDO;417309;ACIDEZ: NEUTRO, APLICAÇÃO: SABONETEIRA PARA SABONETES LÍQUIDOS, ASPECTO FÍSICO: LÍQUIDO PERFUMADO;GL;120,0000;29,8000;3576,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;343;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;19746;PAPEL PARA IMPRESSÃO FORMATADO;461788;COR: BRANCO, GRAMATURA: 180, TAMANHO (C X L): 297 X 210, TIPO: COUCHÊ;EMB;10,0000;19,8700;198,7000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;344;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;6750;SUPRIMENTOS FOTOGRÁFICOS;15202;PAPEL FOTOGRÁFICO;266559;COMPRIMENTO: 99, COR: BRANCA, GRAMATURA: 180, LARGURA: 66, TIPO: DIPLOMATA, USO: FOTOGRAFIA;CX;10,0000;15,8500;158,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;345;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;226092;ALTURA: 62, CAPACIDADE: 30, COR: PRETA, LARGURA: 59, APRESENTAÇÃO: PEÇA ÚNICA;PCT;170,0000;37,1700;6318,9000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;346;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;17718;PAPEL GRANITO;267360;COMPRIMENTO: 297, COR: NATURAL, GRAMATURA: 180, LARGURA: 210;CX;30,0000;30,9700;929,1000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;347;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;17718;PAPEL GRANITO;399205;COMPRIMENTO: 297, COR: VERDE, GRAMATURA: 180, LARGURA: 210;CX;30,0000;23,4900;704,7000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;348;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;229394;ALTURA: 70, CAPACIDADE: 60, CARACTERÍSTICAS ADICIONAIS: NÃO APLICÁVEL, COR: PRETA, LARGURA: 60, APRESENTAÇÃO: PEÇA ÚNICA;PCT;70,0000;21,9900;1539,3000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;349;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;50;PAPEL VERGÊ;237562;COR: AZUL, GRAMATURA: 180, MATERIAL: CELULOSE VEGETAL, FORMATO: A4, LARGURA: 210, COMPRIMENTO: 297;CX;5,0000;13,8100;69,0500;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;350;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;50;PAPEL VERGÊ;297355;COR: BRANCA, GRAMATURA: 180, MATERIAL: CELULOSE VEGETAL, LARGURA: 210, COMPRIMENTO: 297;CX;5,0000;16,0800;80,4000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;351;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;282150;ALTURA: 320, APLICAÇÃO: ARQUIVO DE DOCUMENTO, CARACTERÍSTICAS ADICIONAIS: COM ABA E ELÁSTICO, COR: AZUL, GRAMATURA: 180, LARGURA: 230, MATERIAL: CARTOLINA PLASTIFICADA, TIPO: CLASSIFICADORA, TAMANHO: OFÍCIO;CX;60,0000;1,9300;115,8000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;352;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;281691;ALTURA: 350, CARACTERÍSTICAS ADICIONAIS: TRILHO FLEXÍVEL, COR: CINZA, LARGURA: 240, MATERIAL: CARTOLINA, TIPO: CLASSIFICADORA;UN;60,0000;2,9100;174,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;353;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;226094;ALTURA: 100, CAPACIDADE: 100, COR: PRETA, LARGURA: 80, APRESENTAÇÃO: PEÇA ÚNICA;PCT;120,0000;42,0500;5046,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;354;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;402797;ALTURA: 335, CAPACIDADE: 100 SACOS PLÁSTICOS, CARACTERÍSTICAS ADICIONAIS 2: PRENDEDOR INTERNO, COR: PRETA, LARGURA: 245, MATERIAL: PAPELÃO REVESTIDO DE PVC, TIPO: CATÁLOGO;UN;40,0000;24,2500;970,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;355;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;226093;ALTURA: 80, CAPACIDADE: 50, COR: PRETA, LARGURA: 63, APRESENTAÇÃO: PEÇA ÚNICA;PCT;90,0000;45,6300;4106,7000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;356;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;246310;CAPACIDADE: 300, COR: PRETA, APRESENTAÇÃO: PEÇA ÚNICA;PCT;180,0000;99,5000;17910,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;357;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;246284;APLICAÇÃO: COLETA DE LIXO, CAPACIDADE: 400, COR: PRETA, APRESENTAÇÃO: PEÇA ÚNICA;PCT;90,0000;134,9800;12148,2000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;358;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;13327;VASSOURA;308528;COMPRIMENTO CEPA: 25,50, LARGURA CEPA: 7, MATERIAL CEPA: MADEIRA, MATERIAL CERDAS: SISAL, ALTURA CEPA: 2,50, MATERIAL CABO: MADEIRA;UN;5,0000;17,4700;87,3500;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;359;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7920;VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES;13327;VASSOURA;318939;CARACTERÍSTICAS ADICIONAIS: COM CABO, COMPRIMENTO CEPA: 20, MATERIAL CEPA: MADEIRA, MATERIAL CERDAS: PIAÇAVA, TIPO: DOMÉSTICA, COMPRIMENTO CERDAS: 15, MATERIAL CABO: MADEIRA;UN;45,0000;14,9000;670,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;360;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7350;LOUÇA E ARTIGOS DE MESA;5849;COPO DESCARTÁVEL;226345;APLICAÇÃO: ÁGUA/SUCO E REFRIGERENTE, CAPACIDADE: 200, MATERIAL: POLIESTIRENO;CX;50,0000;117,8400;5892,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;361;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8540;ARTIGOS DE PAPEL PARA HIGIENE;8122;GUARDANAPO DE PAPEL;231463;COMPRIMENTO: 23, COR: BRANCA, LARGURA: 20, MATERIAL: CELULOSE, TIPO FOLHAS: SIMPLES;UN;4730,0000;1,3500;6385,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;362;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;1389;PAPEL ALUMÍNIO;233708;APRESENTAÇÃO: ROLO, COMPRIMENTO: 7,50, LARGURA: 45, MATERIAL: ALUMÍNIO;UN;100,0000;7,5200;752,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;363;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8135;MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM;1347;PAPEL FILME;220981;APLICAÇÃO: DOMÉSTICA, APRESENTAÇÃO: ROLO, COMPRIMENTO: 300, LARGURA: 29, MATERIAL: PVC - CLORETO DE POLIVINILA;UN;180,0000;46,2800;8330,4000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;364;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11902;SACO;372858;ALTURA: 35, APLICAÇÃO: EMBALAGEM, CARACTERÍSTICAS ADICIONAIS: ROLO PICOTADO, LARGURA: 25, MATERIAL: PLÁSTICO;BOB;25,0000;23,0600;576,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;365;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;12848;TOUCA;332930;CARACTERÍSTICAS ADICIONAIS: TAMANHO ÚNICO COM ELÁSTICO, COR: BRANCA, MATERIAL: POLIPROPILENO, TIPO: DESCARTÁVEL;PCT;30,0000;13,0800;392,4000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;366;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;172;CARTOLINA;412252;COMPRIMENTO: 660, COR: BRANCA, GRAMATURA: 150, LARGURA: 500, MATERIAL: CELULOSE VEGETAL;UN;20,0000;0,7800;15,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;367;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;11200;SOLUÇÃO LIMPEZA MULTIUSO;404258;ASPECTO FÍSICO: PÓ, CARACTERÍSTICAS ADICIONAIS: SEM ENXÁGUE, COMPOSIÇÃO BÁSICA: HIPOCLORITO DE SÓDIO;UN;12,0000;39,2000;470,4000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;368;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;338647;ALTURA: 325, CARACTERÍSTICAS ADICIONAIS 2: COM PRENDEDOR DE PLÁSTICO, COR: VARIADA, GRAMATURA: 480, LARGURA: 230, MATERIAL: CARTÃO DUPLO, TIPO: CLASSIFICADORA;UN;100,0000;8,8500;885,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;369;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;372843;APLICAÇÃO: COLETA SELETIVA, CAPACIDADE: 100, CARACTERÍSTICAS ADICIONAIS: REFORÇADO, COR: AZUL;PCT;20,0000;94,1100;1882,2000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;370;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11903;SACO PLÁSTICO LIXO;427163;ALTURA: 100, CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: REFORÇADO, COR: AZUL, LARGURA: 115;PCT;20,0000;123,8100;2476,2000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;371;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;9310;PAPÉIS E PAPELÕES;19746;PAPEL PARA IMPRESSÃO FORMATADO;461828;CARACTERÍSTICA ADICIONAL: PH ALCALINO, COR: BRANCO, GRAMATURA: 75, TAMANHO (C X L): 297 X 210, TIPO: SULFITE/APERGAMINHADO/OFÍCIO;FL;720,0000;29,2000;21024,0000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;372;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;47;PORTA-LÁPIS/CLIPE/LEMBRETE;202541;COR: FUMÊ, MATERIAL: ACRÍLICO, TIPO: CONJUGADO;UN;50,0000;14,5300;726,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;373;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;280;CAIXA CORRESPONDÊNCIA;266287;ALTURA: 180, CARACTERÍSTICAS ADICIONAIS: FIXA, COMPRIMENTO: 370, COR: INCOLOR, LARGURA: 255, MATERIAL: ACRÍLICO, TIPO: DUPLA;UN;60,0000;42,8800;2572,8000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;374;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;8239;HIDRÓXIDO DE SÓDIO;376404;ASPECTO FÍSICO: ESCAMAS ESBRANQUIÇADAS, ALTAMENTE HIGROSCÓPICO, CARACTERÍSTICA ADICIONAL: SODA CÁUSTICA COMERCIAL, FÓRMULA QUÍMICA: NAOH, GRAU DE PUREZA: PUREZA MÍNIMA DE 95%, NÚMERO DE REFERÊNCIA QUÍMICA: CAS 1310-73-2, PESO MOLECULAR: 40;G;48,0000;31,4400;1509,1200;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;375;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;284755;ALTURA: 350, CARACTERÍSTICAS ADICIONAIS: 50 SACOS DE 4 FUROS, COR: PRETA, LARGURA: 255, MATERIAL: PAPELÃO REVESTIDO DE PVC, TIPO: CATÁLOGO;UN;40,0000;24,2400;969,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;376;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;283432;ALTURA: 350, CARACTERÍSTICAS ADICIONAIS: COM FERRAGEM TIPO ALAVANCA, COR: PRETA, LARGURA: 280, LOMBADA: 85, MATERIAL: PAPELÃO PRENSADO, TIPO: AZ;UN;50,0000;15,8900;794,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;377;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;356684;COR: INCOLOR, MATERIAL: PLÁSTICO TRANSPARENTE, TIPO: COM CANALETA, TAMANHO: A4;UN;50,0000;5,1100;255,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;378;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;284563;ALTURA: 350, CARACTERÍSTICAS ADICIONAIS: MONTÁVEL E COM ELÁSTICO, COR: VARIADA, LARGURA: 250, LOMBADA: 20, MATERIAL: PLÁSTICO CORRUGADO FLEXÍVEL;UN;60,0000;3,8600;231,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;379;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;20;PASTA ARQUIVO;380737;ALTURA: 235, APLICAÇÃO: ARQUIVO DE DOCUMENTO, CARACTERÍSTICAS ADICIONAIS: COM ACETATO, ETIQUETA BRANCA, GRAMPO TRILHO PLÁSTI, COR: CASTANHA, GRAMATURA: 210, LARGURA: 360, MATERIAL: CARTÃO KRAFT, TIPO: SUSPENSA;UN;120,0000;2,3300;279,6000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;380;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;109;PERCEVEJO;425254;MATERIAL: METAL, TAMANHO: 2, TRATAMENTO SUPERFICIAL: LATONADO;CX;10,0000;6,0500;60,5000;0,0000;01/12/2025
DIRETORIA DE PORTOS E COSTAS;752000;381;Material;752000-10/2025;Aquisição de Materiais para Manutenção/Expediente/Consumíveis da OM;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;56;PERFURADOR PAPEL;264373;CAPACIDADE PERFURAÇÃO: 10, CARACTERÍSTICAS ADICIONAIS: APARADOR DE PLÁSTICO, FUROS REDONDOS, FUNCIONAMENTO: MANUAL, MATERIAL: METAL, TIPO: PEQUENO, TRATAMENTO SUPERFICIAL: PINTADO;UN;10,0000;16,6800;166,8000;0,0000;01/12/2025
